event_id,timestamp,username,event_type,location,ip_address,failed_attempts,data_transferred_mb,privileged_account
79,2026-09-14 09:59:06.990451,employee01,Successful Login,California,192.168.1.10,0,0,False
80,2026-08-18 14:29:06.990451,analyst01,Data Transfer,London,192.168.1.30,0,92,False
81,2026-08-25 18:50:06.990451,trader01,Password Reset,California,192.168.1.20,0,0,False
82,2026-08-17 06:09:06.990451,employee02,Successful Login,Chicago,192.168.1.30,0,0,False
83,2026-09-14 11:28:06.990451,developer01,File Access,Connecticut,192.168.1.10,0,0,False
84,2026-09-11 19:09:06.990451,finance01,Successful Login,London,192.168.1.20,0,0,False
85,2026-09-04 04:50:06.990451,developer01,Privilege Change,New Jersey,172.16.0.10,0,0,False
86,2026-09-01 18:02:06.990451,admin01,Successful Login,New York,10.0.0.15,0,0,True
87,2026-09-12 10:14:06.990451,analyst01,Failed Login,Chicago,192.168.1.30,2,0,False
88,2026-08-19 12:31:06.990451,employee02,Failed Login,New York,10.0.0.25,9,0,False
89,2026-09-02 13:06:06.990451,employee03,Password Reset,New York,192.168.1.30,0,0,False
90,2026-08-29 17:28:06.990451,analyst01,File Access,Chicago,10.0.0.25,0,0,False
91,2026-09-12 15:46:06.990451,employee03,Failed Login,Chicago,10.0.0.25,2,0,False
92,2026-09-14 09:00:06.990451,employee01,Successful Login,New York,192.168.1.30,0,0,False
93,2026-08-19 15:28:06.990451,trader01,Failed Login,New York,192.168.1.10,5,0,False
94,2026-09-05 01:34:06.990451,employee01,File Access,New Jersey,172.16.0.10,0,0,False
95,2026-09-08 03:18:06.990451,analyst01,Privilege Change,New York,172.16.0.10,0,0,False
96,2026-09-09 12:49:06.990451,employee01,Password Reset,London,192.168.1.20,0,0,False
97,2026-09-07 05:38:06.990451,trader01,File Access,Chicago,192.168.1.20,0,0,False
98,2026-08-19 19:01:06.990451,employee03,Failed Login,New York,10.0.0.15,6,0,False
99,2026-08-29 04:36:06.990451,employee01,Failed Login,New Jersey,192.168.1.30,8,0,False
100,2026-08-25 23:05:06.990451,analyst01,Failed Login,New Jersey,10.0.0.15,2,0,False
101,2026-08-16 01:20:06.990451,developer01,Failed Login,Texas,10.0.0.25,8,0,False
102,2026-09-06 22:39:06.990451,employee01,Successful Login,Connecticut,172.16.0.10,0,0,False
103,2026-08-16 21:20:06.990451,analyst01,Privilege Change,Connecticut,172.16.0.10,0,0,False
104,2026-09-12 09:36:06.990451,employee01,Successful Login,California,192.168.1.20,0,0,False
105,2026-08-29 00:22:06.990451,employee01,Data Transfer,Connecticut,192.168.1.30,0,3833,False
106,2026-08-31 18:29:06.990451,employee03,Password Reset,Chicago,192.168.1.20,0,0,False
107,2026-08-19 15:29:06.990451,employee02,Successful Login,New Jersey,192.168.1.30,0,0,False
108,2026-09-10 03:28:06.990451,employee01,Failed Login,Chicago,192.168.1.30,2,0,False
109,2026-09-12 02:42:06.990451,developer01,Password Reset,London,172.16.0.10,0,0,False
110,2026-09-08 06:11:06.990451,employee02,File Access,Connecticut,192.168.1.20,0,0,False
111,2026-09-06 16:56:06.990451,employee03,Password Reset,Texas,192.168.1.20,0,0,False
112,2026-08-31 08:57:06.990451,employee03,Data Transfer,California,172.16.0.10,0,448,False
113,2026-08-17 06:24:06.990451,admin01,Data Transfer,London,172.16.0.10,0,637,True
114,2026-08-16 16:44:06.990451,trader01,Failed Login,California,192.168.1.10,6,0,False
115,2026-08-31 18:51:06.990451,finance01,Successful Login,California,192.168.1.10,0,0,False
116,2026-08-18 02:07:06.990451,analyst01,Data Transfer,New Jersey,172.16.0.10,0,4764,False
117,2026-09-02 01:15:06.990451,employee03,Successful Login,Texas,192.168.1.30,0,0,False
118,2026-08-26 08:41:06.990451,trader01,File Access,Chicago,192.168.1.30,0,0,False
119,2026-09-05 07:31:06.990451,employee02,Successful Login,New York,192.168.1.10,0,0,False
120,2026-08-27 01:15:06.990451,developer01,Successful Login,California,10.0.0.25,0,0,False
121,2026-09-04 05:54:06.990451,admin01,Data Transfer,Connecticut,192.168.1.20,0,4117,True
122,2026-09-14 11:16:06.990451,analyst01,Failed Login,Chicago,192.168.1.10,9,0,False
123,2026-08-30 02:08:06.990451,trader01,Failed Login,London,10.0.0.25,9,0,False
124,2026-09-01 15:19:06.990451,admin01,Failed Login,California,192.168.1.10,4,0,True
125,2026-09-07 10:30:06.990451,employee02,Successful Login,Texas,10.0.0.15,0,0,False
126,2026-09-04 19:23:06.990451,employee01,Data Transfer,Chicago,192.168.1.30,0,4662,False
127,2026-08-17 04:26:06.990451,developer01,File Access,Chicago,192.168.1.20,0,0,False
128,2026-08-30 02:17:06.990451,employee01,Data Transfer,California,192.168.1.10,0,3323,False
129,2026-08-30 01:51:06.990451,finance01,File Access,New Jersey,10.0.0.15,0,0,False
130,2026-08-24 09:57:06.990451,analyst01,Data Transfer,New Jersey,192.168.1.30,0,3855,False
131,2026-08-15 17:42:06.990451,employee02,Successful Login,London,192.168.1.20,0,0,False
132,2026-09-10 06:22:06.990451,trader01,Failed Login,New York,172.16.0.10,5,0,False
133,2026-08-19 19:58:06.990451,developer01,Successful Login,London,10.0.0.25,0,0,False
134,2026-08-23 11:26:06.990451,employee01,Privilege Change,New York,10.0.0.15,0,0,False
135,2026-08-29 04:05:06.990451,trader01,Password Reset,Connecticut,10.0.0.25,0,0,False
136,2026-08-21 11:11:06.990451,trader01,Failed Login,California,192.168.1.10,3,0,False
137,2026-08-30 03:39:06.990451,employee02,Privilege Change,New York,10.0.0.15,0,0,False
138,2026-09-04 23:23:06.990451,developer01,Password Reset,Chicago,172.16.0.10,0,0,False
139,2026-08-25 18:16:06.990451,employee02,Data Transfer,London,10.0.0.25,0,1572,False
140,2026-09-01 18:56:06.990451,developer01,File Access,Texas,10.0.0.25,0,0,False
141,2026-09-09 17:15:06.990451,employee03,File Access,New Jersey,10.0.0.15,0,0,False
142,2026-08-25 00:11:06.990451,employee03,File Access,Texas,192.168.1.10,0,0,False
143,2026-08-17 14:36:06.990451,employee03,Failed Login,California,192.168.1.30,5,0,False
144,2026-09-11 03:53:06.990451,employee02,Data Transfer,New York,192.168.1.30,0,2884,False
145,2026-08-23 02:22:06.990451,employee03,File Access,New York,172.16.0.10,0,0,False
146,2026-08-16 21:15:06.990451,employee01,Password Reset,New Jersey,10.0.0.15,0,0,False
147,2026-08-21 21:25:06.990451,employee01,Data Transfer,Chicago,172.16.0.10,0,2978,False
148,2026-08-16 20:44:06.990451,employee03,Data Transfer,Chicago,192.168.1.10,0,1672,False
149,2026-08-19 03:50:06.990451,analyst01,Data Transfer,Texas,192.168.1.20,0,3136,False
150,2026-09-06 14:45:06.990451,employee01,Data Transfer,California,192.168.1.20,0,1847,False
151,2026-09-07 02:24:06.990451,analyst01,Failed Login,London,192.168.1.30,8,0,False
152,2026-09-07 10:22:06.990451,admin01,File Access,Chicago,192.168.1.20,0,0,True
153,2026-08-30 07:33:06.990451,admin01,Successful Login,Connecticut,192.168.1.10,0,0,True
154,2026-08-23 14:29:06.990451,analyst01,Privilege Change,New Jersey,192.168.1.20,0,0,False
155,2026-08-20 08:07:06.990451,employee03,Password Reset,Connecticut,10.0.0.25,0,0,False
156,2026-09-11 17:18:06.990451,developer01,Password Reset,Texas,192.168.1.30,0,0,False
157,2026-08-28 01:59:06.990451,employee03,File Access,New York,10.0.0.15,0,0,False
158,2026-09-07 21:07:06.990451,employee01,File Access,New York,10.0.0.25,0,0,False
159,2026-09-09 08:07:06.990451,employee01,Data Transfer,Texas,10.0.0.25,0,494,False
160,2026-09-13 21:07:06.990451,developer01,Password Reset,London,10.0.0.25,0,0,False
161,2026-09-12 16:53:06.990451,employee03,Data Transfer,Connecticut,10.0.0.15,0,4667,False
162,2026-09-12 00:09:06.990451,employee03,Privilege Change,New Jersey,192.168.1.10,0,0,False
163,2026-08-22 02:11:06.990451,admin01,Failed Login,Chicago,10.0.0.15,4,0,True
164,2026-08-21 21:18:06.990451,trader01,Password Reset,Connecticut,192.168.1.30,0,0,False
165,2026-08-19 06:13:06.990451,finance01,File Access,London,10.0.0.25,0,0,False
166,2026-09-02 14:06:06.990451,employee02,Successful Login,London,10.0.0.15,0,0,False
167,2026-09-09 22:55:06.990451,employee03,File Access,New Jersey,10.0.0.15,0,0,False
168,2026-09-11 17:20:06.990451,analyst01,Password Reset,Texas,10.0.0.15,0,0,False
169,2026-08-20 19:27:06.990451,employee02,Successful Login,Chicago,192.168.1.30,0,0,False
170,2026-09-03 06:23:06.990451,employee02,Failed Login,Connecticut,192.168.1.20,5,0,False
171,2026-09-07 02:44:06.990451,finance01,Failed Login,Texas,10.0.0.15,2,0,False
172,2026-08-31 18:46:06.990451,employee01,Password Reset,California,192.168.1.10,0,0,False
173,2026-09-04 20:04:06.990451,employee02,Successful Login,Chicago,192.168.1.20,0,0,False
174,2026-08-21 13:46:06.990451,employee01,Failed Login,New Jersey,172.16.0.10,8,0,False
175,2026-08-15 22:02:06.990451,trader01,Data Transfer,Chicago,192.168.1.30,0,763,False
176,2026-09-02 03:02:06.990451,developer01,Successful Login,New York,10.0.0.15,0,0,False
177,2026-08-25 09:30:06.990451,developer01,Data Transfer,Connecticut,192.168.1.20,0,2519,False
178,2026-09-13 20:03:06.990451,analyst01,Privilege Change,New Jersey,172.16.0.10,0,0,False
179,2026-08-16 16:23:06.990451,employee01,Password Reset,Chicago,192.168.1.30,0,0,False
180,2026-08-31 00:50:06.990451,employee01,File Access,Connecticut,172.16.0.10,0,0,False
181,2026-08-25 01:51:06.990451,finance01,Failed Login,New Jersey,10.0.0.25,8,0,False
182,2026-09-12 14:26:06.990451,analyst01,File Access,New York,192.168.1.10,0,0,False
183,2026-08-22 08:24:06.990451,finance01,Password Reset,New Jersey,10.0.0.25,0,0,False
184,2026-08-30 11:53:06.990451,employee02,File Access,Connecticut,192.168.1.30,0,0,False
185,2026-08-22 03:38:06.990451,developer01,Failed Login,Connecticut,172.16.0.10,3,0,False
186,2026-08-31 14:47:06.990451,admin01,Successful Login,New Jersey,192.168.1.10,0,0,True
187,2026-08-24 04:05:06.990451,admin01,Successful Login,New York,172.16.0.10,0,0,True
188,2026-09-13 11:53:06.990451,developer01,File Access,New Jersey,192.168.1.20,0,0,False
189,2026-08-28 18:18:06.990451,employee03,Successful Login,New York,192.168.1.30,0,0,False
190,2026-08-22 20:04:06.990451,admin01,Data Transfer,London,192.168.1.10,0,3911,True
191,2026-08-28 10:56:06.990451,employee02,Successful Login,London,192.168.1.30,0,0,False
192,2026-08-17 19:28:06.990451,developer01,Failed Login,London,172.16.0.10,1,0,False
193,2026-09-10 07:06:06.990451,employee03,Failed Login,New Jersey,172.16.0.10,10,0,False
194,2026-09-07 09:27:06.990451,finance01,Privilege Change,New York,192.168.1.20,0,0,False
195,2026-09-11 01:09:06.990451,admin01,File Access,London,172.16.0.10,0,0,True
196,2026-09-10 13:32:06.990451,finance01,File Access,Connecticut,192.168.1.20,0,0,False
197,2026-08-22 03:09:06.990451,employee02,Privilege Change,Connecticut,172.16.0.10,0,0,False
198,2026-09-03 07:15:06.990451,employee01,Password Reset,London,192.168.1.30,0,0,False
199,2026-09-11 03:41:06.990451,trader01,Failed Login,California,192.168.1.20,6,0,False
200,2026-08-17 21:39:06.990451,finance01,Privilege Change,New York,192.168.1.30,0,0,False
201,2026-08-29 18:49:06.990451,trader01,Privilege Change,Connecticut,192.168.1.30,0,0,False
202,2026-09-03 14:42:06.990451,admin01,Privilege Change,New York,192.168.1.20,0,0,True
203,2026-08-16 18:07:06.990451,finance01,Failed Login,London,192.168.1.30,9,0,False
204,2026-09-07 11:30:06.990451,developer01,Failed Login,Connecticut,10.0.0.25,7,0,False
205,2026-09-07 13:25:06.990451,analyst01,Data Transfer,New York,192.168.1.10,0,3584,False
206,2026-08-30 01:09:06.990451,developer01,Successful Login,California,10.0.0.25,0,0,False
207,2026-08-22 21:12:06.990451,employee03,Privilege Change,Connecticut,192.168.1.30,0,0,False
208,2026-08-28 23:58:06.990451,developer01,Privilege Change,London,10.0.0.15,0,0,False
209,2026-09-11 00:49:06.990451,finance01,Failed Login,New Jersey,10.0.0.15,10,0,False
210,2026-08-23 04:46:06.990451,employee02,Privilege Change,Connecticut,10.0.0.25,0,0,False
211,2026-08-26 22:48:06.990451,employee02,Password Reset,New Jersey,192.168.1.10,0,0,False
212,2026-08-30 16:45:06.990451,employee01,Failed Login,Connecticut,192.168.1.30,2,0,False
213,2026-08-21 22:12:06.990451,trader01,Data Transfer,Texas,192.168.1.10,0,1432,False
214,2026-08-26 07:12:06.990451,developer01,Successful Login,New York,192.168.1.10,0,0,False
215,2026-09-06 04:43:06.990451,trader01,Data Transfer,London,192.168.1.30,0,2685,False
216,2026-08-24 05:01:06.990451,developer01,Data Transfer,London,192.168.1.20,0,4802,False
217,2026-08-20 17:42:06.990451,trader01,File Access,New York,172.16.0.10,0,0,False
218,2026-08-17 16:08:06.990451,employee01,Failed Login,Connecticut,192.168.1.10,5,0,False
219,2026-08-24 13:54:06.990451,analyst01,Data Transfer,New York,192.168.1.20,0,3758,False
220,2026-09-01 19:56:06.990451,admin01,Failed Login,New Jersey,10.0.0.15,3,0,True
221,2026-09-03 22:30:06.990451,finance01,Data Transfer,New Jersey,192.168.1.10,0,524,False
222,2026-08-23 02:32:06.990451,trader01,Data Transfer,New York,10.0.0.15,0,4163,False
223,2026-09-05 13:14:06.990451,trader01,Data Transfer,Chicago,192.168.1.20,0,2331,False
224,2026-08-16 18:15:06.990451,employee03,Password Reset,London,10.0.0.25,0,0,False
225,2026-09-02 12:10:06.990451,employee02,Privilege Change,New York,192.168.1.10,0,0,False
226,2026-09-05 10:52:06.990451,finance01,Data Transfer,Texas,10.0.0.25,0,2788,False
227,2026-09-09 00:43:06.990451,trader01,Failed Login,California,172.16.0.10,5,0,False
228,2026-08-19 06:59:06.990451,trader01,Failed Login,Texas,10.0.0.15,2,0,False
229,2026-09-10 10:11:06.990451,employee02,File Access,New York,192.168.1.10,0,0,False
230,2026-08-16 09:49:06.990451,employee01,Data Transfer,New Jersey,192.168.1.30,0,2391,False
231,2026-08-19 16:00:06.990451,analyst01,Failed Login,Connecticut,10.0.0.25,9,0,False
232,2026-09-07 19:21:06.990451,finance01,Data Transfer,Chicago,192.168.1.10,0,2059,False
233,2026-08-20 00:59:06.990451,employee02,Successful Login,Chicago,192.168.1.30,0,0,False
234,2026-08-19 07:04:06.990451,admin01,Failed Login,New Jersey,10.0.0.15,10,0,True
235,2026-08-31 00:58:06.990451,employee01,Successful Login,New York,192.168.1.20,0,0,False
236,2026-08-15 17:12:06.990451,employee01,Data Transfer,Texas,192.168.1.30,0,2471,False
237,2026-08-16 16:53:06.990451,finance01,File Access,Connecticut,172.16.0.10,0,0,False
238,2026-09-14 03:26:06.990451,finance01,Data Transfer,Connecticut,10.0.0.25,0,4212,False
239,2026-08-31 07:49:06.990451,employee03,Failed Login,California,192.168.1.30,8,0,False
240,2026-09-07 15:31:06.990451,developer01,Successful Login,Texas,10.0.0.25,0,0,False
241,2026-08-30 20:03:06.990451,employee02,Privilege Change,Connecticut,192.168.1.10,0,0,False
242,2026-09-03 23:06:06.990451,admin01,Failed Login,Texas,192.168.1.20,7,0,True
243,2026-09-07 04:39:06.990451,admin01,Password Reset,New York,10.0.0.15,0,0,True
244,2026-08-17 09:30:06.990451,trader01,File Access,Texas,10.0.0.25,0,0,False
245,2026-09-13 01:28:06.990451,employee03,Data Transfer,New York,172.16.0.10,0,3003,False
246,2026-08-16 06:40:06.990451,admin01,Failed Login,Chicago,172.16.0.10,1,0,True
247,2026-09-10 21:06:06.990451,finance01,Password Reset,London,192.168.1.10,0,0,False
248,2026-09-07 10:58:06.990451,employee01,Data Transfer,Connecticut,172.16.0.10,0,2831,False
249,2026-09-11 18:43:06.990451,admin01,File Access,New York,172.16.0.10,0,0,True
250,2026-09-05 21:00:06.990451,admin01,Data Transfer,London,192.168.1.20,0,3714,True
251,2026-08-29 08:02:06.990451,employee01,Data Transfer,New Jersey,192.168.1.10,0,603,False
252,2026-09-10 05:36:06.990451,trader01,Password Reset,New Jersey,10.0.0.25,0,0,False
253,2026-09-10 08:05:06.990451,trader01,File Access,Connecticut,10.0.0.25,0,0,False
254,2026-09-04 16:57:06.990451,admin01,Failed Login,Connecticut,192.168.1.30,10,0,True
255,2026-09-07 13:01:06.990451,finance01,Password Reset,New York,172.16.0.10,0,0,False
256,2026-08-19 04:10:06.990451,trader01,Privilege Change,New York,172.16.0.10,0,0,False
257,2026-08-21 13:35:06.990451,finance01,Privilege Change,Chicago,172.16.0.10,0,0,False
258,2026-08-31 11:10:06.990451,employee03,Password Reset,New Jersey,10.0.0.25,0,0,False
259,2026-09-12 12:33:06.990451,trader01,Data Transfer,New Jersey,10.0.0.15,0,844,False
260,2026-08-21 11:49:06.990451,finance01,Privilege Change,Connecticut,172.16.0.10,0,0,False
261,2026-08-23 02:29:06.990451,analyst01,Privilege Change,Texas,192.168.1.20,0,0,False
262,2026-08-21 10:53:06.990451,employee03,Password Reset,Texas,192.168.1.30,0,0,False
263,2026-09-14 06:26:06.990451,employee01,File Access,Chicago,192.168.1.20,0,0,False
264,2026-09-08 18:32:06.990451,employee02,Privilege Change,California,172.16.0.10,0,0,False
265,2026-08-21 19:14:06.990451,employee01,Data Transfer,Connecticut,192.168.1.20,0,886,False
266,2026-08-15 21:59:06.990451,employee03,Successful Login,New Jersey,10.0.0.25,0,0,False
267,2026-09-09 16:54:06.990451,employee02,Privilege Change,California,192.168.1.20,0,0,False
268,2026-09-10 06:19:06.990451,employee03,File Access,Chicago,10.0.0.25,0,0,False
269,2026-08-30 07:12:06.990451,employee03,Password Reset,Connecticut,192.168.1.20,0,0,False
270,2026-09-10 08:41:06.990451,employee03,Failed Login,Texas,10.0.0.15,10,0,False
271,2026-08-23 06:48:06.990451,finance01,Privilege Change,London,192.168.1.20,0,0,False
272,2026-08-24 14:05:06.990451,admin01,Password Reset,New York,10.0.0.15,0,0,True
273,2026-09-09 07:33:06.990451,finance01,Failed Login,London,172.16.0.10,5,0,False
274,2026-08-21 00:22:06.990451,developer01,Privilege Change,Connecticut,172.16.0.10,0,0,False
275,2026-09-04 21:27:06.990451,analyst01,Failed Login,London,172.16.0.10,4,0,False
276,2026-08-28 15:50:06.990451,finance01,Password Reset,Connecticut,10.0.0.25,0,0,False
277,2026-09-02 23:05:06.990451,employee03,Privilege Change,Connecticut,172.16.0.10,0,0,False
278,2026-09-11 09:48:06.990451,employee01,Password Reset,New Jersey,192.168.1.20,0,0,False
279,2026-09-01 11:15:06.990451,finance01,Privilege Change,London,192.168.1.10,0,0,False
280,2026-08-16 20:40:06.990451,employee02,Privilege Change,California,10.0.0.25,0,0,False
281,2026-08-28 05:57:06.990451,admin01,Failed Login,New York,10.0.0.25,3,0,True
282,2026-08-25 20:08:06.990451,employee01,Privilege Change,Texas,192.168.1.10,0,0,False
283,2026-08-17 17:39:06.990451,finance01,Failed Login,New York,192.168.1.10,7,0,False
284,2026-09-14 06:09:06.990451,employee03,Successful Login,London,10.0.0.25,0,0,False
285,2026-09-01 21:17:06.990451,employee02,File Access,London,192.168.1.20,0,0,False
286,2026-08-30 11:35:06.990451,analyst01,Data Transfer,London,192.168.1.30,0,4601,False
287,2026-08-23 08:18:06.990451,employee01,Password Reset,London,192.168.1.30,0,0,False
288,2026-08-31 16:35:06.990451,admin01,Password Reset,Texas,192.168.1.10,0,0,True
289,2026-09-11 21:14:06.990451,employee02,File Access,California,10.0.0.15,0,0,False
290,2026-08-19 17:10:06.990451,admin01,Privilege Change,California,192.168.1.10,0,0,True
291,2026-08-29 14:55:06.990451,finance01,Password Reset,New Jersey,10.0.0.25,0,0,False
292,2026-09-09 04:04:06.990451,employee03,Successful Login,New York,192.168.1.20,0,0,False
293,2026-09-13 08:42:06.990451,employee03,File Access,New Jersey,172.16.0.10,0,0,False
294,2026-08-28 04:28:06.990451,employee01,Privilege Change,Chicago,192.168.1.30,0,0,False
295,2026-09-03 01:23:06.990451,trader01,File Access,California,192.168.1.20,0,0,False
296,2026-08-18 06:15:06.990451,trader01,Privilege Change,Chicago,10.0.0.25,0,0,False
297,2026-08-17 00:57:06.990451,employee02,Failed Login,Chicago,10.0.0.25,7,0,False
298,2026-08-20 14:35:06.990451,trader01,Successful Login,New York,10.0.0.15,0,0,False
299,2026-09-06 20:34:06.990451,finance01,Failed Login,London,192.168.1.30,9,0,False
300,2026-09-04 19:00:06.990451,employee01,Data Transfer,London,10.0.0.15,0,3461,False
